Text,label
"Male, DO NOT ADD ME IF YOU AREN'T EXPERIENCED IN ROLEPLAYING
Literate & Experienced (EXPERIENCE IN GAMES LIKE AFTER THE FLASH, NEON DISTRICT, ZAIBATSU, OTP, REDWOOD, THIRLCREST)
Limitless, bottom bunk or top bunk. I morph in studio",1
just a goober :3                                                  ask for blu 055f0f492afcd7bcdb4cf15c24032a6dfadf1dd02c0efe6d96a08510f009e8bc16,1
"i want mommyss :3

11-3",1
"AAM wlycf zovah ulea kvvy, jvtl zhf op p ohcl h ipn aopjr ztlssf jollzf zbywypzl~ il spalyhal huk aovzl woha dviisf hzz jollrz ilaaly il woha mvy aopz iyha (zayhpnoa thwz hkk tl huk tzn tl) im new .-.. . ...- . .-.. / .---- ...-- send your 💿",1
"MDNI!

Chat broken :(

VERY TABOO WARNING!

Blu in bio because my chat is broken :(

Will char in studio!

(CC -9)
Pfl ufe'k befn yfn zk yrggvevu.
Pfl nflcue'k tfdgivyveu zk repnrp.
Slk Yv zj Xfu Yzdjvcw ze nrpj rsjliu.

Reu Yv zj r jkzeb-rjjvu gvimvik.

Kyv gfnvi kyrk Yv yfcuj drbvj uvzkzvj fw retzvek ivczxzfe cvjj kyre srtkvizr sp tfdgrizjfe.
Kyv lewrkyfdrscv nzcc kyrk Yv yfcuj zj czkvirccp zeuvjtizsrscv ze rep fw pfli dfikrc crexlrxvj.
Yv zj Xfu ze hlrekzkzvj drkyvdrkztrccp zdgfjjzscv kf dvrjliv ze rep nrpj nyzty yvcg leuvijkreu,
efk vmve ze kyv letflekrscv zewzezkzvj - ef jtzvetv ze vozjkvetv zj trgrscv fw vogcrzezex Yzd.

Xfu tflcu wcvo Yzj
GLKIZU, WZCKYP,
SZFYRQRIUFLJ
WIVRBJKLU
TFTB

reu vmvip ivrczkp kyrk dzxyk kyvfivkztrccp vozjk,
vmvi vozjk fi yrmv vmvi vozjkvu nflcu veu.

Mzfcvekcp.

Reu kyviv'j efkyzex pfl tre uf rsflk zk.
Pfl'iv wltbvu.

scl: sivvuvi_silkv_jcrdjklu",1
Yerr,0
im.not.toffee,1
,0
,0
10+ ich rod! Hmu for fun with the best white boy that you can find.,1
"Practically limitless /Love scenarios 

You provide.


Fvta gets priority",1
"Pretty Literate 
Experienced

MDNI

5 Years Experience 
add for my blue
I don't add much + Char in Studio",1
,0
"Will tribute to your avatar if its good

Ask for me dc",1
connect with me twin...,0
,0
"im in that tonka baby, come show me love
i do some cool dev work, js lmk
                                                           d; ideal_real
can be human or sum else, details here ^^^^",1
"hiii I'm looking for friends to play with after school..
I get bored reaaaally fast so it's always better to keep myself busy :p





qnuux! R'v jlcdjuuh 13 bx ro hxd'an wxc xtjh frcq cqjc khn. Ldaanwcuh uxxtrwp oxa knrwp paxxvnm kh xumna mnyajenm ynmx praub jwm onvkxhb (xwuh xwnb frcq j ojc jbb). R uxbc vh bcdmrx orunb bx ro hxd fjwc cx yujh hxd'uu qjen cx yaxermn oxa xwn! R'v urvrcunbb jwm R ljw kn kxcq cxy xa kxccxv.. cqnan'b j qrpq lqjwln cqjc ro hxd unc vn kn cxy R'uu kduuh hxd.
Vh kudn rb kduuhunx.. jmm vn cqnan
cqjc'b juu khnn :)",1
"Yk yng studio 16-2 dMJMG

Hmu to watch me strk this kiddy rod live

Ask for my yk",1
Helo,0
"Brat that just got out of class, tired n annoyed :P
Studio!
Numberonekiddo is my 💿! Text me there since im muted

REAL BRAT!",1
"Add for a fill
Its long
I try to be active                           
I accept anyone
Can't always do realistic games
games and studio (Game preferred)",1
,0
Just a brat looking to play games with any mommas around~!,1
,0
Just who in the hell do you think we are?,1
"Xbox: 切姆斯#7169

I generally (always) play on Xbox.",1
"Ill be your play thing for money 😝
Im charging 2 robux per minute so for 30 minutes is 60 :3 (if you could even last that long)
＊✿❀ 19 in 2 months ❀✿＊",1
,0
Society is doomed as a whole people can't take accountability or responsibility in their day-to-day lives that's why the society we live in is doing and that's not even the main reasons I dropped have a good day though but remember never argue with someone who doesn't have the intelligence or mental health to do it don't they'll just avoid it.,1
"Studio
🔵: flvffygvy 
Energetic and...hvng.
(Bi)(Esp/Eng)",1
"some silly lil fur ball :3
blue- shu_the_dummy
 add me on blu if u wanna talk to me bc my chat got removed pls and thankies <3

Luv Status= Taken 🤍",1
,0
"silly !

be careful of the tall grass .. :3
moot me, can't talk here for some reason --> 💿smolkittyboi",1
"esp/eng
nuevo comienzo
Studio",1
New account (prev banned). Adding/following the best,1
"acc got silenced, add cutehungfemb2",1
,0
